Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password
774239,Mr.,Andreas,K,Granger,M,andreas.granger@gmail.com,Zachariah Granger,Linh Granger,Dement,7/24/1967,06:47:43 PM,50.05,80,9/13/2015,Q3,H2,2015,9,September,Sep,13,Sunday,Sun,1.87,132337,15%,411-99-9113,605-537-4759,Groton,Brown,Groton,SD,57445,Midwest,akgranger,rfW4juyjky
862648,Mr.,Andrea,E,Tomberlin,M,andrea.tomberlin@gmail.com,Micheal Tomberlin,Kacie Tomberlin,Osbourn,10/19/1980,12:36:32 PM,36.8,72,12/11/2008,Q4,H2,2008,12,December,Dec,11,Thursday,Thu,8.63,181356,3%,242-99-9203,319-398-8463,West Chester,Washington,West Chester,IA,52359,Midwest,aetomberlin,Nx]XrQ*Kj
304831,Hon.,Anthony,E,Corliss,F,anthony.corliss@verizon.net,Vincent Corliss,Paige Corliss,Isaacson,3/17/1979,02:50:00 PM,38.39,58,9/9/2011,Q3,H2,2011,9,September,Sep,9,Friday,Fri,5.89,121632,28%,577-53-0150,201-993-5580,Beach Haven,Ocean,Beach Haven,NJ,8008,Northeast,aecorliss,5CY~S{1dR<aTC
133827,Prof.,Ollie,J,Foote,M,ollie.foote@ntlworld.com,Hollis Foote,Kelly Foote,Tewksbury,10/19/1988,02:45:55 AM,28.79,90,2/4/2017,Q1,H1,2017,2,February,Feb,4,Saturday,Sat,0.48,188801,14%,046-15-4919,319-250-5479,Fertile,Worth,Fertile,IA,50434,Midwest,ojfoote,Ts>>S:N$YG%z].
124650,Hon.,Neal,N,Rusk,M,neal.rusk@aol.com,Sid Rusk,Shondra Rusk,Necaise,5/31/1959,05:32:38 AM,58.2,50,6/4/2002,Q2,H1,2002,6,June,Jun,4,Tuesday,Tue,15.16,193302,3%,757-12-9111,314-659-9689,Liberty,Clay,Liberty,MO,64087,Midwest,nnrusk,2w8z7npT
329862,Mr.,Ryan,L,Spring,M,ryan.spring@hotmail.com,Adrian Spring,Elenor Spring,Hodge,12/16/1958,10:39:13 PM,58.65,56,2/9/1995,Q1,H1,1995,2,February,Feb,9,Thursday,Thu,22.48,111783,19%,310-37-3293,701-425-4555,Mcleod,Ransom,Mcleod,ND,58057,Midwest,rlspring,x@hXqXI_0
681184,Ms.,Vergie,F,Petrie,F,vergie.petrie@btinternet.com,Dylan Petrie,Otilia Petrie,Stelzer,4/3/1973,05:37:55 PM,44.35,42,8/27/2006,Q3,H2,2006,8,August,Aug,27,Sunday,Sun,10.93,190392,16%,157-23-3953,206-954-6390,Gold Bar,Snohomish,Gold Bar,WA,98251,West,vfpetrie,5geFJticw
226341,Ms.,Eleanora,E,Winebarger,F,eleanora.winebarger@gmail.com,Kasey Winebarger,Tangela Winebarger,Kessel,3/4/1975,07:02:13 AM,42.43,55,3/5/2011,Q1,H1,2011,3,March,Mar,5,Saturday,Sat,6.4,122407,13%,316-35-2168,219-661-9135,Flora,Carroll,Flora,IN,46929,Midwest,eewinebarger,KPxUap1I/fc
849060,Ms.,Lisandra,P,Quintana,F,lisandra.quintana@gmail.com,Blaine Quintana,Sophie Quintana,Boivin,3/25/1962,05:31:56 PM,55.38,54,7/25/2010,Q3,H2,2010,7,July,Jul,25,Sunday,Sun,7.01,172836,5%,540-83-1507,219-500-4515,Indianapolis,Marion,Indianapolis,IN,46236,Midwest,lpquintana,ciu]}|70_
706328,Ms.,Santa,V,Laseter,F,santa.laseter@yahoo.com,Antony Laseter,Lara Laseter,Griffen,6/11/1983,12:09:13 AM,34.15,60,5/24/2008,Q2,H1,2008,5,May,May,24,Saturday,Sat,9.18,72124,28%,115-98-9278,339-624-4693,Manchaug,Worcester,Manchaug,MA,1526,Northeast,svlaseter,CA^vXG>wy
124922,Mr.,Norman,G,Heckler,M,norman.heckler@aol.com,Donny Heckler,Shawnta Heckler,Sais,11/18/1990,12:32:28 AM,26.71,89,3/3/2013,Q1,H1,2013,3,March,Mar,3,Sunday,Sun,4.41,172530,8%,720-18-7637,907-768-7428,Dillingham,Dillingham (CA),Dillingham,AK,99576,West,ngheckler,H2.rcj>!k
397947,Prof.,Jeffry,J,Pyne,M,jeffry.pyne@bellsouth.net,Benny Pyne,Laine Pyne,Moralez,12/5/1984,02:14:12 PM,32.67,60,12/1/2010,Q4,H2,2010,12,December,Dec,1,Wednesday,Wed,6.66,146499,11%,341-11-3659,314-555-3733,Carthage,Jasper,Carthage,MO,64836,Midwest,jjpyne,A5x}]}0v
603557,Dr.,Efrain,D,Vanslyke,M,efrain.vanslyke@charter.net,Austin Vanslyke,Genevieve Vanslyke,Tierney,7/6/1996,06:10:28 PM,21.07,69,7/14/2017,Q3,H2,2017,7,July,Jul,14,Friday,Fri,0.04,69036,28%,025-92-9899,229-431-8025,Norristown,Emanuel,Norristown,GA,30447,South,edvanslyke,QAjB?paB{Mh$
857115,Hon.,Lissette,T,Tims,F,lissette.tims@earthlink.net,Branden Tims,Larisa Tims,Laurie,11/25/1965,04:00:41 PM,51.71,49,9/28/2000,Q3,H2,2000,9,September,Sep,28,Thursday,Thu,16.84,198095,6%,055-02-9547,212-822-0791,Van Buren Point,Chautauqua,Van Buren Point,NY,14166,Northeast,lttims,0_L3|U<\:#lV8T~
763054,Mr.,Quincy,X,Lebouef,M,quincy.lebouef@ibm.com,Chas Lebouef,Teri Lebouef,Bookout,5/13/1977,05:50:35 AM,40.24,74,3/31/2007,Q1,H1,2007,3,March,Mar,31,Saturday,Sat,10.33,70909,7%,530-99-2693,319-215-3733,Mondamin,Harrison,Mondamin,IA,51557,Midwest,qxlebouef,j.S+NdK;h
767622,Hon.,Gwenda,N,Riehl,F,gwenda.riehl@gmail.com,Gil Riehl,Catarina Riehl,Crittenden,5/11/1993,12:28:59 AM,24.23,52,1/15/2016,Q1,H1,2016,1,January,Jan,15,Friday,Fri,1.53,142493,14%,367-39-2796,701-370-7434,Fullerton,Dickey,Fullerton,ND,58441,Midwest,gnriehl,e>ZWU{6~n
864541,Mr.,Randy,Q,Sokol,M,randy.sokol@gmail.com,Lamar Sokol,Sol Sokol,Randall,9/1/1995,04:19:58 PM,21.92,54,11/13/2016,Q4,H2,2016,11,November,Nov,13,Sunday,Sun,0.7,87653,30%,606-87-4919,308-547-1510,Gering,Scotts Bluff,Gering,NE,69341,Midwest,rqsokol,DQQGtXUV{8p><
630804,Mr.,Salvatore,S,Fegley,M,salvatore.fegley@yahoo.co.in,Cameron Fegley,Kiyoko Fegley,Heinrich,8/10/1969,05:07:54 AM,48,58,7/30/2003,Q3,H2,2003,7,July,Jul,30,Wednesday,Wed,14.01,162437,10%,024-92-9770,262-270-7262,Orfordville,Rock,Orfordville,WI,53576,Midwest,ssfegley,2jaa4!&Bt7/8
883178,Drs.,Sherice,B,Michalec,F,sherice.michalec@gmail.com,Hunter Michalec,Ricarda Michalec,Deberry,7/14/1995,04:58:34 PM,22.05,51,6/19/2017,Q2,H1,2017,6,June,Jun,19,Monday,Mon,0.11,157297,8%,194-86-0139,252-806-2844,Newton Grove,Sampson,Newton Grove,NC,28366,South,sbmichalec,FqdS|u{%xOkf
528129,Mrs.,Constance,G,Holoman,F,constance.holoman@hotmail.com,Harland Holoman,Avery Holoman,Kingsley,3/19/1981,04:24:02 PM,36.38,60,2/10/2017,Q1,H1,2017,2,February,Feb,10,Friday,Fri,0.46,145088,12%,521-99-8763,339-671-0905,Jefferson,Worcester,Jefferson,MA,1522,Northeast,cgholoman,XW7i!4hd1e+
553724,Ms.,Vickie,F,Breault,F,vickie.breault@yahoo.com,Warner Breault,Lavonia Breault,Kinnison,5/30/1981,06:11:52 PM,36.19,55,6/5/2016,Q2,H1,2016,6,June,Jun,5,Sunday,Sun,1.15,134597,7%,382-37-9226,231-670-8756,Old Mission,Grand Traverse,Old Mission,MI,49673,Midwest,vfbreault,w+sEmU%;V/_K]
428923,Ms.,Ethyl,A,Bridgeman,F,ethyl.bridgeman@ibm.com,Dalton Bridgeman,Ghislaine Bridgeman,Nowicki,2/11/1995,04:03:06 PM,22.47,43,5/8/2017,Q2,H1,2017,5,May,May,8,Monday,Mon,0.22,57426,14%,188-86-3897,215-847-1023,Starrucca,Wayne,Starrucca,PA,18462,Northeast,eabridgeman,G-9_ig?l
669591,Ms.,Danuta,I,Kubiak,F,danuta.kubiak@outlook.com,Raymond Kubiak,Madge Kubiak,Bui,5/26/1972,09:50:24 PM,45.2,49,3/20/2009,Q1,H1,2009,3,March,Mar,20,Friday,Fri,8.36,84867,14%,384-37-5527,215-372-4799,Kersey,Elk,Kersey,PA,15846,Northeast,dikubiak,se%VO/pofd
293237,Dr.,Pete,X,Earl,M,pete.earl@yahoo.com,Tyrell Earl,Dayna Earl,Middlebrooks,3/15/1993,12:34:09 PM,24.39,52,12/22/2016,Q4,H2,2016,12,December,Dec,22,Thursday,Thu,0.6,124760,5%,047-15-1529,385-748-7308,Huntington,Emery,Huntington,UT,84528,West,pxearl,z0;j}w^k&*e&
552020,Hon.,Boyce,V,Gregor,M,boyce.gregor@sbcglobal.net,Wilson Gregor,Charity Gregor,Real,4/28/1966,06:45:31 AM,51.28,78,5/22/1989,Q2,H1,1989,5,May,May,22,Monday,Mon,28.2,148431,27%,141-23-2514,479-544-6055,Romance,White,Romance,AR,72136,South,bvgregor,JjQfn2O~$\G4q
997622,Ms.,Ebonie,N,Sloane,F,ebonie.sloane@shell.com,Jarrod Sloane,Brunilda Sloane,Damiani,10/4/1960,11:03:29 AM,56.85,50,11/21/1993,Q4,H2,1993,11,November,Nov,21,Sunday,Sun,23.7,197370,23%,197-84-9158,212-853-1486,Carmel,Putnam,Carmel,NY,10512,Northeast,ensloane,Bwi/8vr9MqdIh
161629,Prof.,Reuben,X,Mathers,M,reuben.mathers@gmail.com,Herb Mathers,Melony Mathers,Geno,6/29/1991,08:11:37 AM,26.1,64,7/22/2016,Q3,H2,2016,7,July,Jul,22,Friday,Fri,1.02,120700,30%,323-11-3941,229-872-2139,Oakwood,Hall,Oakwood,GA,30566,South,rxmathers,YLjqW:FFQ.X
222723,Mrs.,Adrienne,M,Hice,F,adrienne.hice@gmail.com,Brenton Hice,Perla Hice,Bonnell,7/31/1962,10:02:35 PM,55.03,50,2/8/2008,Q1,H1,2008,2,February,Feb,8,Friday,Fri,9.47,130271,26%,347-08-6836,270-715-2309,Jonancy,Pike,Jonancy,KY,41538,South,amhice,QZf<}G~kiw+
